location,timestamp,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity
3,2020-04-07 11,3.857142857142857,6.142857142857143,8.0,6.285714285714286,5.285714285714286,1.8186520357233495
3,2020-04-07 12,5.0,5.666666666666667,4.833333333333333,4.0,8.0,1.7884273750105744
3,2020-04-07 13,4.857142857142857,8.428571428571429,6.571428571428571,5.285714285714286,6.428571428571429,1.6757948928662068
3,2020-04-07 14,4.428571428571429,3.4285714285714284,4.714285714285714,6.428571428571429,8.285714285714286,2.0590293303684724
3,2020-04-07 15,5.6,6.8,5.8,5.6,1.0,2.3461128500126893
3,2020-04-07 16,5.25,4.75,2.25,3.75,3.5,2.6826410625158617
3,2020-04-07 17,5.5,4.833333333333333,5.833333333333333,7.333333333333333,5.333333333333333,2.4022008854298846
3,2020-04-07 18,5.0,5.333333333333333,2.8333333333333335,7.833333333333333,4.833333333333333,1.5079871979245976
3,2020-04-07 19,6.083333333333333,4.5,6.416666666666667,5.333333333333333,7.75,2.6826410625158617
3,2020-04-07 20,6.375,5.5,5.5,6.25,5.5,2.6826410625158617
3,2020-04-07 21,7.2,6.4,5.9,6.2,4.2,2.2461128500126892
3,2020-04-07 22,4.857142857142857,4.0,2.857142857142857,5.0,3.7142857142857144,2.0590293303684724
3,2020-04-07 23,4.2,5.5,3.8,6.8,3.9,2.009584637509517
3,2020-04-08 00,2.2857142857142856,3.4285714285714284,6.285714285714286,4.714285714285714,6.0,2.4422637678707386
3,2020-04-08 01,6.5,6.166666666666667,6.166666666666667,6.333333333333333,2.8333333333333335,2.6826410625158617
3,2020-04-08 02,6.5,1.5,5.333333333333333,6.166666666666667,5.0,2.6826410625158617
3,2020-04-08 03,5.666666666666667,5.666666666666667,4.5,5.166666666666667,3.3333333333333335,1.7884273750105744
3,2020-04-08 04,5.875,6.5,5.375,7.0,4.125,2.347310929701379
3,2020-04-08 05,6.142857142857143,4.857142857142857,4.285714285714286,6.428571428571429,7.142857142857143,2.6826410625158617
3,2020-04-08 06,5.25,6.25,5.375,8.0,6.125,2.472310929701379
3,2020-04-08 07,4.125,6.625,5.25,5.75,6.75,2.6826410625158617
3,2020-04-08 08,6.0195454545454545,7.974545454545455,5.995909090909091,6.985,5.025454545454545,5.992648368465981
3,2020-04-08 09,6.109165207238762,8.061295971978984,6.10507880910683,7.0969060128429655,5.0969060128429655,5.828983025795416
3,2020-04-09 01,6.809354120267261,8.666815144766147,6.789532293986637,7.805345211581292,5.82293986636971,4.200729581890521
3,2020-04-09 02,6.4,6.5,4.8,6.0,5.4,2.146112850012689
3,2020-04-09 03,6.166666666666667,8.5,5.666666666666667,2.1666666666666665,4.666666666666667,2.6826410625158617
3,2020-04-09 04,3.272727272727273,5.363636363636363,5.363636363636363,4.909090909090909,7.2727272727272725,2.0419207727388087
3,2020-04-09 05,4.2,5.0,6.8,7.5,4.9,2.146112850012689
3,2020-04-09 06,3.7142857142857144,3.142857142857143,4.857142857142857,4.142857142857143,6.0,2.299406625013596
3,2020-04-09 07,5.0,2.5,6.75,5.75,5.0,2.6826410625158617
3,2020-04-09 08,5.125,7.5,4.125,6.75,5.625,2.6826410625158617
3,2020-04-09 09,6.416666666666667,6.0,5.0,6.333333333333333,6.0,2.5424209739728734
3,2020-04-09 10,5.0,6.2,6.2,7.1,5.2,1.809584637509517
3,2020-04-09 11,6.2,6.7,4.7,5.0,4.4,2.4143769562642756
3,2020-04-09 12,7.714285714285714,5.142857142857143,6.285714285714286,6.0,5.0,2.4422637678707386
3,2020-04-09 13,2.75,5.75,3.5,3.375,4.625,2.0119807968868963
3,2020-04-09 14,6.8,6.7,5.7,5.9,6.2,2.2461128500126892
3,2020-04-09 15,9.691891891891892,9.702702702702704,9.654054054054054,6.924324324324324,7.010810810810811,4.906392654391977
3,2020-04-10 12,9.648399487836107,9.672727272727272,9.65044814340589,6.932394366197183,6.942893725992318,4.936448859811436
3,2020-04-10 13,7.333333333333333,6.0,5.555555555555555,5.777777777777778,5.666666666666667,2.6826410625158617
3,2020-04-10 14,5.9,5.3,4.9,5.6,6.4,2.4143769562642756
3,2020-04-10 15,5.909090909090909,4.545454545454546,7.090909090909091,4.363636363636363,5.181818181818182,2.0419207727388087
3,2020-04-10 16,5.5,5.7,6.6,5.8,5.5,2.4143769562642756
3,2020-04-10 17,3.7142857142857144,5.0,6.571428571428571,4.571428571428571,6.0,2.6826410625158617
3,2020-04-10 18,3.6,6.8,5.4,5.2,2.0,2.6826410625158617
3,2020-04-10 19,6.909090909090909,5.2727272727272725,4.7272727272727275,5.636363636363637,2.8181818181818183,2.4387646022871468
3,2020-04-10 20,3.9,4.9,5.7,4.3,6.1,2.3461128500126893
3,2020-04-10 21,5.333333333333333,7.333333333333333,6.0,5.166666666666667,5.833333333333333,2.235534218763218
3,2020-04-10 22,6.111111111111111,5.222222222222222,5.555555555555555,4.222222222222222,5.777777777777778,2.0864986041790035
3,2020-04-10 23,5.666666666666667,6.166666666666667,3.6666666666666665,7.0,3.8333333333333335,2.4022008854298846
4,2020-04-06 00,8.166666666666666,2.6666666666666665,7.333333333333333,5.322686575542395,6.0,1.955094041677241
4,2020-04-06 02,8.333333333333334,8.666666666666666,6.0,5.322686575542395,6.666666666666667,2.6826410625158617
4,2020-04-06 03,3.0,1.0,1.0,5.322686575542395,2.0,2.6826410625158617
4,2020-04-06 04,4.5,2.5,9.5,5.322686575542395,6.0,2.6826410625158617
4,2020-04-06 05,7.0,7.333333333333333,5.666666666666667,5.322686575542395,3.3333333333333335,2.6826410625158617
4,2020-04-06 06,5.0,5.0,6.0,5.322686575542395,3.0,2.6826410625158617
4,2020-04-06 07,4.0,3.0,7.0,5.322686575542395,5.0,2.6826410625158617
4,2020-04-06 08,4.0,4.0,2.5,5.322686575542395,6.0,2.6826410625158617
4,2020-04-06 09,6.0,9.0,0.0,5.322686575542395,7.0,2.6826410625158617
4,2020-04-06 10,9.0,10.0,6.0,5.322686575542395,10.0,2.6826410625158617
4,2020-04-06 12,7.0,2.0,4.0,5.322686575542395,6.0,2.6826410625158617
4,2020-04-06 14,0.8181818181818182,0.9090909090909091,1.0909090909090908,5.322686575542395,2.6363636363636362,2.062058278410533
4,2020-04-06 15,0.07142857142857142,0.07142857142857142,0.8571428571428571,5.442494677289367,1.8571428571428572,1.8571428571428572
4,2020-04-06 16,0.2413793103448276,0.3448275862068966,0.5517241379310345,5.082408653934561,1.8620689655172413,2.494326286649417
4,2020-04-06 17,1.5,1.25,1.5625,5.177518664570996,3.4375,2.4266506640724135
4,2020-04-06 18,0.7692307692307693,0.46153846153846156,0.8461538461538461,5.322686575542395,2.076923076923077,2.294339278858355
4,2020-04-06 19,7.333333333333333,6.333333333333333,5.666666666666667,5.322686575542395,8.0,2.6826410625158617
4,2020-04-06 20,3.5,0.0,4.0,5.322686575542395,1.5,2.6826410625158617
4,2020-04-06 21,9.0,3.0,8.0,5.322686575542395,6.0,2.6826410625158617
4,2020-04-06 23,8.0,8.0,6.5,5.322686575542395,3.5,1.3413205312579308
4,2020-04-07 00,6.666666666666667,5.333333333333333,1.0,5.322686575542395,5.333333333333333,1.2275470208386206
4,2020-04-07 01,2.0,9.5,5.5,5.322686575542395,5.5,2.6826410625158617
4,2020-04-07 02,4.0,4.0,6.5,5.322686575542395,4.0,2.6826410625158617
4,2020-04-07 03,0.5,3.0,5.5,5.322686575542395,7.0,2.6826410625158617
4,2020-04-07 04,6.25,7.25,3.25,5.322686575542395,3.25,2.6826410625158617
4,2020-04-07 05,3.5,3.5,4.5,5.322686575542395,9.5,1.3413205312579308
4,2020-04-07 06,5.0,1.5,6.0,5.322686575542395,3.0,2.6826410625158617
4,2020-04-07 07,4.5,1.0,1.5,5.322686575542395,5.5,2.6826410625158617
4,2020-04-07 09,9.0,10.0,10.0,5.322686575542395,6.0,2.6826410625158617
4,2020-04-07 10,6.0,3.6666666666666665,5.666666666666667,5.322686575542395,4.333333333333333,1.7884273750105744
4,2020-04-07 11,8.5,9.0,8.0,5.322686575542395,5.0,1.8413205312579308
4,2020-04-07 12,6.0,4.0,5.0,5.322686575542395,5.0,2.6826410625158617
4,2020-04-07 13,4.0,9.0,3.0,5.322686575542395,10.0,2.6826410625158617
4,2020-04-07 14,4.5,9.0,0.0,5.322686575542395,4.0,2.6826410625158617
4,2020-04-07 15,6.5,5.5,5.0,5.322686575542395,6.5,2.6826410625158617
4,2020-04-07 16,4.0,10.0,10.0,5.322686575542395,9.0,2.6826410625158617
4,2020-04-07 17,6.0,4.0,4.0,5.322686575542395,4.0,2.6826410625158617
4,2020-04-07 18,1.5,7.0,1.0,5.322686575542395,2.0,2.6826410625158617
4,2020-04-07 19,6.5,6.833333333333333,5.0,5.322686575542395,4.833333333333333,2.1217607083439076
4,2020-04-07 20,8.8,5.2,6.6,5.322686575542395,6.0,2.146112850012689
4,2020-04-07 21,7.0,9.0,5.0,5.322686575542395,0.0,2.6826410625158617
4,2020-04-07 22,7.0,9.0,10.0,5.322686575542395,4.0,0.0
4,2020-04-07 23,7.5,7.5,5.0,5.322686575542395,1.5,2.6826410625158617
4,2020-04-08 00,6.333333333333333,6.666666666666667,6.333333333333333,5.322686575542395,6.0,2.6826410625158617
4,2020-04-08 01,3.5,3.5,9.0,5.322686575542395,5.5,1.3413205312579308
4,2020-04-08 02,6.0,3.0,1.3333333333333333,5.322686575542395,6.333333333333333,2.6826410625158617
4,2020-04-08 03,5.4,4.8,7.0,5.322686575542395,7.4,2.146112850012689
4,2020-04-08 04,3.0,3.6666666666666665,3.3333333333333335,5.548457717028263,5.333333333333333,1.7884273750105744
4,2020-04-08 05,8.0,2.0,10.0,5.322686575542395,0.0,2.6826410625158617
4,2020-04-08 06,6.4,6.0,6.8,5.322686575542395,7.0,2.146112850012689
4,2020-04-08 07,2.5,4.5,6.0,5.322686575542395,4.5,1.3413205312579308
4,2020-04-08 08,3.989130434782609,3.0652173913043477,3.2717391304347827,5.293932519552343,2.0217391304347827,5.986201785326777
4,2020-04-08 09,4.866319444444445,3.8559027777777777,3.8177083333333335,5.332149158301134,2.8975694444444446,4.699735977756159
4,2020-04-08 10,4.852941176470588,3.8907563025210083,3.8718487394957983,5.306014055682617,2.947478991596639,4.44261059046747
4,2020-04-08 11,4.944664031620554,3.9446640316205532,3.9960474308300395,5.354559621181706,2.889328063241107,4.276869261610861
4,2020-04-08 12,5.151315789473684,3.9407894736842106,3.960526315789474,5.285545962706311,3.0789473684210527,4.092105263157895
4,2020-04-08 13,4.894736842105263,3.9789473684210526,3.957894736842105,5.326419489741503,3.0736842105263156,4.242609717763659
4,2020-04-08 14,4.918918918918919,3.891891891891892,4.108108108108108,5.340992343770979,2.972972972972973,4.054054054054054
4,2020-04-08 15,4.958333333333333,3.7916666666666665,3.0833333333333335,5.322686575542395,2.7916666666666665,4.640220088542988
4,2020-04-08 16,5.285714285714286,4.619047619047619,3.9523809523809526,5.322686575542395,3.619047619047619,3.0173943869062727
4,2020-04-08 17,5.25,3.875,3.5,5.322686575542395,2.875,4.795660265628966
4,2020-04-08 18,4.8,3.6,4.2,5.322686575542395,3.4,4.2
4,2020-04-08 19,6.666666666666667,7.333333333333333,6.666666666666667,5.322686575542395,5.333333333333333,2.2275470208386206
4,2020-04-08 21,2.0,5.0,2.0,5.322686575542395,0.0,2.6826410625158617
4,2020-04-08 22,3.5,3.0,6.0,5.322686575542395,9.5,1.3413205312579308
4,2020-04-08 23,8.0,1.5,6.5,6.1613432877711976,3.0,1.3413205312579308
4,2020-04-09 01,5.5,0.0,7.0,5.322686575542395,3.5,2.6826410625158617
4,2020-04-09 03,6.0,6.75,5.5,5.322686575542395,6.25,2.6826410625158617
4,2020-04-09 04,3.0,5.0,0.0,5.322686575542395,4.0,2.6826410625158617
4,2020-04-09 05,6.0,10.0,9.0,5.322686575542395,2.0,2.6826410625158617
4,2020-04-09 06,7.5,3.75,5.0,5.322686575542395,4.0,2.0119807968868963
4,2020-04-09 08,5.0,5.5,4.5,5.322686575542395,5.0,1.8413205312579308
4,2020-04-09 09,5.666666666666667,7.666666666666667,5.666666666666667,5.322686575542395,3.3333333333333335,2.6826410625158617
4,2020-04-09 10,9.0,0.0,10.0,5.322686575542395,2.0,0.0
4,2020-04-09 11,6.333333333333333,7.0,5.666666666666667,5.768905479618662,6.666666666666667,2.6826410625158617
4,2020-04-09 12,9.0,10.0,0.0,5.322686575542395,2.0,0.0
4,2020-04-09 13,5.333333333333333,4.0,4.666666666666667,4.548457717028263,3.6666666666666665,2.6826410625158617
4,2020-04-09 14,3.8,4.8,4.4,4.658149260433916,6.2,2.6826410625158617
4,2020-04-09 15,6.9504950495049505,5.071782178217822,4.985148514851486,5.342567615823021,4.952970297029703,5.0364617926981765
4,2020-04-09 16,6.942528735632184,5.042145593869732,4.938697318007663,5.316504840378748,5.045977011494253,5.065134099616858
4,2020-04-09 17,7.186046511627907,5.0,4.875968992248062,5.384949678436758,4.922480620155039,4.997539853197797
4,2020-04-09 18,7.078125,4.921875,4.984375,5.322686575542395,5.125,5.052582533203621
4,2020-04-09 19,7.133333333333334,4.866666666666666,5.233333333333333,5.322686575542395,5.166666666666667,4.689421368750529
4,2020-04-09 20,7.0,5.461538461538462,5.384615384615385,5.322686575542395,4.846153846153846,4.821741620193528
4,2020-04-09 21,7.5,5.0,4.5,5.322686575542395,5.0,5.0
4,2020-04-09 22,4.75,5.75,5.0,5.322686575542395,5.0,4.670660265628966
4,2020-04-09 23,7.4,6.0,5.2,5.322686575542395,5.2,2.3461128500126893
4,2020-04-10 00,4.2,3.4,5.8,5.458149260433916,7.2,2.609584637509517
4,2020-04-10 01,6.0,9.0,10.0,5.322686575542395,5.0,2.6826410625158617
4,2020-04-10 03,6.333333333333333,6.333333333333333,6.333333333333333,5.322686575542395,6.666666666666667,1.7884273750105744
4,2020-04-10 04,6.5,6.0,8.5,5.322686575542395,6.5,2.6826410625158617
4,2020-04-10 15,6.142857142857143,5.428571428571429,4.714285714285714,5.322686575542396,6.0,2.0590293303684724
4,2020-04-10 16,5.5,9.0,9.0,5.322686575542395,1.5,2.6826410625158617
4,2020-04-10 18,1.0,0.0,10.0,5.322686575542395,10.0,1.0
4,2020-04-10 20,3.0,4.0,3.5,5.322686575542395,5.5,2.6826410625158617
4,2020-04-10 21,10.0,7.0,7.0,5.322686575542395,3.0,2.6826410625158617
4,2020-04-10 22,10.0,0.0,2.0,5.322686575542395,1.0,2.6826410625158617
4,2020-04-10 23,5.5,0.5,2.5,5.322686575542395,7.5,1.3413205312579308
5,2020-04-06 00,4.6,3.2,3.2,5.8,5.6,2.6826410625158617
5,2020-04-06 01,5.5,5.0,2.5,4.5,7.5,2.6826410625158617
5,2020-04-06 02,7.0,7.0,5.0,10.0,8.0,2.6826410625158617
5,2020-04-06 03,6.0,4.0,2.2,5.6,5.0,2.3461128500126893
5,2020-04-06 04,6.2,6.6,8.2,4.0,5.2,2.6826410625158617
5,2020-04-06 05,4.333333333333333,8.5,5.166666666666667,6.666666666666667,6.666666666666667,1.0608803541719538
5,2020-04-06 06,5.0,6.75,2.0,5.75,6.25,2.0119807968868963
5,2020-04-06 07,3.0,9.0,7.0,1.0,0.0,1.0
5,2020-04-06 08,5.75,5.25,6.5,6.75,3.5,2.6826410625158617
5,2020-04-06 09,2.0,6.75,8.5,7.0,7.0,2.2619807968868963
5,2020-04-06 10,9.0,4.0,10.0,9.0,2.0,2.6826410625158617
5,2020-04-06 11,6.666666666666667,3.0,4.666666666666667,4.666666666666667,4.333333333333333,2.6826410625158617
5,2020-04-06 12,3.6,3.8,8.0,4.4,4.8,2.6826410625158617
5,2020-04-06 13,6.0,9.5,4.0,10.0,8.0,2.6826410625158617
5,2020-04-06 14,3.2857142857142856,3.857142857142857,4.142857142857143,3.0,3.142857142857143,1.4354175982210837
5,2020-04-06 15,1.7777777777777777,1.8888888888888888,1.2222222222222223,1.3333333333333333,2.111111111111111,1.0053247986163985
5,2020-04-06 16,0.52,2.32,0.46,0.66,1.12,0.40095846375095173
5,2020-04-06 17,0.8214285714285714,2.0357142857142856,0.6428571428571429,1.0714285714285714,1.1071428571428572,0.8004716183064039
5,2020-04-06 18,1.0,3.2,2.0,0.7,1.5,0.9365282125031722
5,2020-04-06 19,1.8181818181818181,3.909090909090909,2.0,3.090909090909091,3.0,1.0664149318239498
5,2020-04-06 20,4.333333333333333,4.222222222222222,4.444444444444445,4.333333333333333,3.3333333333333335,1.8236894791754787
5,2020-04-06 21,3.7142857142857144,6.857142857142857,6.285714285714286,3.857142857142857,4.571428571428571,1.9161721875113298
5,2020-04-06 22,2.0,2.125,4.625,4.25,4.625,1.8016506640724135
5,2020-04-06 23,5.0,5.0,6.0,5.666666666666667,6.5,2.6826410625158617
5,2020-04-07 00,6.428571428571429,7.428571428571429,5.0,6.428571428571429,6.428571428571429,2.0590293303684724
5,2020-04-07 01,5.5,8.75,7.5,3.0,6.5,2.0119807968868963
5,2020-04-07 02,5.5,5.0,5.5,3.5,6.0,2.6826410625158617
5,2020-04-07 03,1.3333333333333333,3.6666666666666665,3.0,6.666666666666667,3.3333333333333335,0.8942136875052872
5,2020-04-07 04,2.0,10.0,10.0,4.0,4.0,2.6826410625158617
5,2020-04-07 05,6.125,5.75,7.25,6.125,4.125,1.9266506640724135
5,2020-04-07 06,2.5,8.5,0.5,3.0,2.5,2.6826410625158617
5,2020-04-07 07,2.5,4.5,4.5,6.0,6.5,2.2619807968868963
5,2020-04-07 08,4.714285714285714,2.5714285714285716,4.0,6.0,6.428571428571429,2.299406625013596
5,2020-04-07 09,5.666666666666667,3.6666666666666665,7.333333333333333,2.6666666666666665,5.666666666666667,2.1217607083439076
5,2020-04-07 10,6.0,5.333333333333333,3.0,8.333333333333334,2.6666666666666665,2.6826410625158617
5,2020-04-07 11,10.0,10.0,3.0,7.0,10.0,2.6826410625158617
5,2020-04-07 12,6.0,4.666666666666667,2.0,4.0,2.6666666666666665,2.6826410625158617
5,2020-04-07 13,3.3333333333333335,4.666666666666667,6.0,7.0,8.0,2.1217607083439076
5,2020-04-07 14,5.5,9.5,3.5,3.0,6.5,2.6826410625158617
5,2020-04-07 15,4.833333333333333,1.5,4.833333333333333,4.166666666666667,4.0,2.1217607083439076
5,2020-04-07 16,3.0,9.5,0.0,7.0,5.0,2.6826410625158617
5,2020-04-07 17,4.142857142857143,5.142857142857143,5.142857142857143,6.285714285714286,5.714285714285714,2.299406625013596
5,2020-04-07 18,4.25,6.0,5.0,6.0,7.5,2.6826410625158617
5,2020-04-07 19,3.8,4.8,6.6,6.2,3.8,2.6826410625158617
5,2020-04-07 20,8.0,6.5,5.5,4.25,1.25,2.0119807968868963
5,2020-04-07 21,5.333333333333333,7.666666666666667,6.666666666666667,0.6666666666666666,3.0,2.6826410625158617
5,2020-04-07 22,5.4,5.2,7.6,6.2,3.6,2.6826410625158617
5,2020-04-07 23,5.714285714285714,7.0,6.285714285714286,6.428571428571429,3.7142857142857144,1.6757948928662068
5,2020-04-08 00,7.666666666666667,4.5,3.3333333333333335,6.666666666666667,7.0,1.3413205312579308
5,2020-04-08 01,9.0,2.0,7.0,0.0,9.0,1.0
5,2020-04-08 02,4.5,4.25,1.75,7.25,5.25,2.6826410625158617
5,2020-04-08 03,3.5,10.0,5.0,5.5,4.5,2.6826410625158617
5,2020-04-08 04,5.0,4.666666666666667,6.333333333333333,6.0,7.666666666666667,2.235534218763218
5,2020-04-08 05,3.8,5.4,6.0,7.6,4.2,2.146112850012689
5,2020-04-08 06,5.75,7.0,4.75,6.0,3.5,2.0119807968868963
5,2020-04-08 07,1.0,10.0,6.0,7.0,4.0,2.6826410625158617
5,2020-04-08 08,3.9913793103448274,5.982758620689655,3.9913793103448274,1.2586206896551724,3.1810344827586206,1.1011255538798574
5,2020-04-08 09,3.9174311926605503,6.045871559633028,4.042813455657492,1.0275229357798166,3.110091743119266,0.9246644713303723
5,2020-04-08 10,3.951923076923077,5.985576923076923,4.019230769230769,1.0576923076923077,2.9278846153846154,0.7998330871395756
5,2020-04-08 11,3.968152866242038,6.025477707006369,3.9554140127388533,1.0955414012738853,3.038216560509554,0.6838553001594377
5,2020-04-08 12,3.953125,5.859375,4.125,1.125,3.09375,0.7869575332036207
5,2020-04-08 13,4.368421052631579,5.947368421052632,4.105263157894737,1.6842105263157894,3.1315789473684212,0.7823832697385117
5,2020-04-08 14,4.384615384615385,6.0,5.0,2.923076923076923,3.5384615384615383,1.0561972500048804
5,2020-04-08 15,4.3076923076923075,4.923076923076923,4.6923076923076925,3.076923076923077,3.6153846153846154,1.185631177890716
5,2020-04-08 16,3.1666666666666665,6.333333333333333,4.833333333333333,2.3333333333333335,3.3333333333333335,0.8942136875052872
5,2020-04-08 17,3.4285714285714284,5.428571428571429,5.714285714285714,4.142857142857143,4.142857142857143,2.299406625013596
5,2020-04-08 18,4.75,3.0,4.75,4.25,9.0,2.6826410625158617
5,2020-04-08 19,3.8,6.0,4.6,1.0,5.8,1.4730564250063447
5,2020-04-08 20,6.2,6.6,4.6,2.0,5.4,2.146112850012689
5,2020-04-08 22,8.75,3.0,1.75,7.5,6.75,2.6826410625158617
5,2020-04-08 23,7.0,8.0,0.0,2.0,5.0,2.6826410625158617
5,2020-04-09 00,5.6,6.8,4.4,6.6,4.4,2.6826410625158617
5,2020-04-09 01,5.285714285714286,6.857142857142857,5.142857142857143,5.714285714285714,5.571428571428571,2.2018864732256156
5,2020-04-09 02,9.0,5.5,0.5,6.5,0.5,2.6826410625158617
5,2020-04-09 03,5.714285714285714,5.714285714285714,4.857142857142857,4.428571428571429,5.571428571428571,2.6826410625158617
5,2020-04-09 04,3.0,6.0,5.0,7.0,7.0,2.6826410625158617
5,2020-04-09 05,6.666666666666667,7.0,5.666666666666667,8.333333333333334,4.0,1.2275470208386206
5,2020-04-09 06,5.75,5.0,6.75,6.0,3.75,2.6826410625158617
5,2020-04-09 08,5.0,5.5,4.0,6.0,10.0,2.6826410625158617
5,2020-04-09 10,6.6,6.2,6.8,3.2,5.8,2.6826410625158617
5,2020-04-09 11,8.333333333333334,5.666666666666667,3.3333333333333335,4.666666666666667,7.666666666666667,1.7884273750105744
5,2020-04-09 12,3.0,6.0,3.0,10.0,4.0,2.6826410625158617
5,2020-04-09 13,4.5,5.833333333333333,4.166666666666667,6.166666666666667,4.5,2.6826410625158617
5,2020-04-09 14,2.4,4.2,4.6,3.8,6.2,2.3461128500126893
5,2020-04-09 15,5.082706766917293,2.1203007518796992,3.8496240601503757,0.9172932330827067,2.962406015037594,0.3810724891918486
5,2020-04-09 16,4.96875,2.03125,3.8125,1.03125,3.078125,0.29191626660181036
5,2020-04-09 17,5.475,2.65,4.175,1.675,3.725,0.5353301328144827
5,2020-04-09 18,4.909090909090909,3.272727272727273,4.2727272727272725,2.3636363636363638,2.4545454545454546,1.004356653413417
5,2020-04-09 19,6.7272727272727275,4.2727272727272725,5.818181818181818,4.909090909090909,4.818181818181818,1.9510116818297176
5,2020-04-09 20,4.666666666666667,3.0,5.333333333333333,3.5,3.8333333333333335,1.2275470208386206
5,2020-04-09 21,7.4,6.0,3.4,3.4,5.2,2.146112850012689
5,2020-04-09 22,5.75,5.25,5.0,5.75,4.625,2.0119807968868963
5,2020-04-09 23,4.5,2.0,4.5,5.0,7.5,2.6826410625158617
5,2020-04-10 00,5.375,4.0,4.75,3.125,3.75,2.1369807968868963
5,2020-04-10 01,4.333333333333333,6.0,3.6666666666666665,7.0,3.0,1.7884273750105744
5,2020-04-10 02,3.25,5.0,5.0,8.0,5.25,1.8413205312579308
5,2020-04-10 03,6.5,4.166666666666667,4.166666666666667,4.166666666666667,3.8333333333333335,1.955094041677241
5,2020-04-10 04,6.666666666666667,5.333333333333333,6.666666666666667,5.333333333333333,8.0,2.6826410625158617
5,2020-04-10 05,5.333333333333333,8.333333333333334,4.666666666666667,7.333333333333333,2.3333333333333335,2.1217607083439076
5,2020-04-10 06,2.0,10.0,4.0,6.0,6.0,2.6826410625158617
5,2020-04-10 07,4.2,4.4,5.8,5.8,4.0,2.009584637509517
5,2020-04-10 08,4.75,3.0,2.5,3.0,7.0,1.5913205312579308
5,2020-04-10 09,2.0,10.0,10.0,9.0,8.0,0.0
5,2020-04-10 10,6.0,3.8,9.4,5.4,6.0,1.809584637509517
5,2020-04-10 11,5.75,5.75,6.75,6.25,6.0,2.0119807968868963
5,2020-04-10 12,5.5,5.666666666666667,5.5,5.333333333333333,6.333333333333333,2.235534218763218
5,2020-04-10 13,5.4,2.6,5.0,2.6,8.4,2.6826410625158617
5,2020-04-10 14,4.0,9.0,3.0,6.0,10.0,2.6826410625158617
5,2020-04-10 15,7.5,5.5,7.0,1.0,3.0,1.3413205312579308
5,2020-04-10 16,3.3333333333333335,8.0,5.0,2.0,5.666666666666667,1.7884273750105744
5,2020-04-10 17,8.0,10.0,6.0,8.0,4.0,2.6826410625158617
5,2020-04-10 18,3.6,7.4,2.8,2.0,5.6,2.6826410625158617
5,2020-04-10 19,7.25,3.25,3.5,3.0,6.25,2.6826410625158617
5,2020-04-10 20,5.6,8.4,6.6,5.6,3.8,2.3461128500126893
5,2020-04-10 21,3.0,4.333333333333333,3.3333333333333335,7.333333333333333,7.666666666666667,1.7884273750105744
5,2020-04-10 22,6.75,2.75,7.25,5.25,8.0,1.5913205312579308
5,2020-04-10 23,3.4285714285714284,6.857142857142857,6.571428571428571,5.428571428571429,6.571428571428571,2.4422637678707386
6,2020-04-06 00,6.181818181818182,4.909090909090909,4.090909090909091,5.363636363636363,5.7272727272727275,2.1328298636478995
6,2020-04-06 01,5.3,4.6,5.2,5.8,4.9,2.146112850012689
6,2020-04-06 02,5.916666666666667,5.916666666666667,4.5,4.166666666666667,7.916666666666667,2.318867552096551
6,2020-04-06 03,7.285714285714286,5.0,5.071428571428571,5.357142857142857,6.142857142857143,2.3708351964421674
6,2020-04-06 04,5.583333333333333,5.416666666666667,7.166666666666667,7.083333333333333,6.0,2.5424209739728734
6,2020-04-06 05,6.285714285714286,3.642857142857143,6.5,5.0,6.071428571428571,2.2506465491196055
6,2020-04-06 06,4.666666666666667,6.75,4.25,5.166666666666667,5.666666666666667,1.8717607083439078
6,2020-04-06 07,5.75,4.6875,6.8125,5.3125,6.6875,2.409810929701379
6,2020-04-06 08,6.375,4.75,4.875,6.5,4.625,2.2619807968868963
6,2020-04-06 09,4.777777777777778,5.777777777777778,5.111111111111111,3.6666666666666665,4.333333333333333,2.4956809444585435
6,2020-04-06 10,5.2727272727272725,4.454545454545454,6.181818181818182,5.090909090909091,5.909090909090909,2.6826410625158617
6,2020-04-06 11,5.666666666666667,5.222222222222222,4.222222222222222,4.222222222222222,5.666666666666667,2.3845698333474328
6,2020-04-06 12,6.142857142857143,4.928571428571429,6.0,6.357142857142857,4.571428571428571,2.2506465491196055
6,2020-04-06 13,5.4,4.6,8.2,5.2,5.4,2.5143769562642757
6,2020-04-06 14,2.526315789473684,3.8947368421052633,2.6842105263157894,3.0,3.4210526315789473,1.392690973690889
6,2020-04-06 15,2.8333333333333335,2.9583333333333335,3.1666666666666665,2.4583333333333335,3.7916666666666665,1.3261004427149423
6,2020-04-06 16,0.8256880733944955,0.7064220183486238,0.7522935779816514,0.7431192660550459,1.3761467889908257,0.44503717144655486
6,2020-04-06 17,1.8727272727272728,1.9272727272727272,1.5818181818181818,1.290909090909091,2.309090909090909,0.8101268159131284
6,2020-04-06 18,1.2,0.8666666666666667,2.033333333333333,1.4333333333333333,2.066666666666667,0.6015974395849195
6,2020-04-06 19,1.8571428571428572,2.761904761904762,4.476190476190476,3.3333333333333335,3.0952380952380953,1.5480500803654513
6,2020-04-06 20,3.875,2.625,2.875,2.375,4.125,1.8016506640724135
6,2020-04-06 21,6.25,4.833333333333333,3.4166666666666665,4.416666666666667,3.25,2.235534218763218
